date,year,month,city,route_id,transport_mode,avg_daily_riders,total_monthly_riders,avg_ticket_price,service_frequency_per_hour,avg_delay_minutes,capacity_utilisation
2023-09-01,2023,9,London,LON-019,Bus,21529,645870,2.34,10.4,12.1,1.08
2023-10-01,2023,10,London,LON-019,Bus,20849,646319,2.41,10.5,8.6,1.1
2023-11-01,2023,11,London,LON-019,Bus,21252,637560,2.43,10.4,14.5,1.01
2023-12-01,2023,12,London,LON-019,Bus,20262,628122,2.58,10,12.8,1.15
2024-01-01,2024,1,London,LON-019,Bus,14177,439487,2.58,8.1,8.9,1
2024-02-01,2024,2,London,LON-019,Bus,18687,541923,2.6,8.9,10,1.15
2024-03-01,2024,3,London,LON-019,Bus,19699,610669,2.39,11.3,4.5,0.93
2024-04-01,2024,4,London,LON-019,Bus,22019,660570,2.5,11.6,9.7,1.15
2024-05-01,2024,5,London,LON-019,Bus,23355,724005,2.37,12,8.3,1
2024-06-01,2024,6,London,LON-019,Bus,21749,652470,2.45,10.6,8.2,1.09
2024-07-01,2024,7,London,LON-019,Bus,22519,698089,2.48,11.9,9.6,0.95
2024-08-01,2024,8,LDN,LON-019,Bus,17759,550529,2.31,11.3,8.1,0.96
2024-09-01,2024,9,London,LON-019,Bus,18429,552870,2.47,11.3,10.6,0.83
2024-10-01,2024,10,London,LON-019,Bus,21719,673289,2.5,10.7,13.5,1.15
2024-11-01,2024,11,London,LON-019,Bus,20270,608100,2.35,11.9,11.1,1.01
2024-12-01,2024,12,London,LON-019,Bus,21265,659215,2.33,10.3,13.6,1.14
2025-01-01,2025,1,London,LON-019,Bus,17215,533665,2.62,8.9,8.2,1.15
2025-02-01,2025,2,London,LON-019,Bus,21282,595896,2.23,10,12.9,1.15
2025-03-01,2025,3,London,LON-019,Bus,18105,561255,2.4,9.8,7.9,0.93
2025-04-01,2025,4,London,LON-019,Bus,23727,711810,2.43,11.8,14.2,1.15
2025-05-01,2025,5,london,LON-019,Bus,22955,711605,2.41,11.4,7.6,1.15
2025-06-01,2025,6,London,LON-019,Bus,21518,645540,2.31,11.8,9.4,0.92
2025-07-01,2025,7,London,LON-019,Bus,21674,671894,2.32,,10.7,1.12
2025-08-01,2025,8,london,LON-019,Bus,18819,583389,2.56,10.7,11.9,1.14
2025-09-01,2025,9,London,LON-019,Bus,16657,499710,2.45,10.6,12.9,1.02
2025-10-01,2025,10,London,LON-019,Bus,18164,563084,2.53,10.6,14.8,0.98
2025-11-01,2025,11,London,LON-019,Bus,30768,923040,2.37,14.6,15,1.51
2025-12-01,2025,12,London,LON-019,Bus,18047,559457,2.47,10.8,7.7,1.01
2019-01-01,2019,1,London,LON-020,Bus,17244,534564,2.18,10.7,11.7,0.94
2019-02-01,2019,2,London,LON-020,Bus,15203,425684,219,9.9,8.4,0.87
2019-03-01,2019,3,London,LON-020,Bus,20439,633609,2.03,10.6,13,1.06
2019-04-01,2019,4,London,LON-020,Bus,17915,537450,2.06,11.3,11.2,0.82
2019-05-01,2019,5,London,LON-020,Bus,21247,658657,2.06,11.5,12.8,1
2019-06-01,2019,6,London,LON-020,Bus,25446,763380,2.21,14.4,12.3,1.03
2019-07-01,2019,7,London,LON-020,Bus,17891,554621,2.39,11.5,12.8,0.85
2019-08-01,2019,8,London,LON-020,Bus,20832,645792,2.1,10.8,11.8,0.9
2019-09-01,2019,9,London,LON-020,Bus,13963,418890,2.14,10.5,9.9,0.83
2019-10-01,2019,10,London,LON-020,Bus,18293,567083,2.22,9.7,10.9,1.05
2019-11-01,2019,11,London,LON-020,Bus,22906,687180,2.11,11.9,12.8,1.08
2019-12-01,2019,12,London,LON-020,Bus,20758,643498,2.29,10.7,12.1,0.99
2020-01-01,2020,1,London,LON-020,Bus,20227,627037,2.23,14.4,8.4,0.92
2020-02-01,2020,2,London,LON-020,Bus,16033,464957,2.21,9.6,9.4,0.98
2020-03-01,2020,3,London,LON-020,Bus,27031,837961,2.1,14.8,13,1.04
2020-04-01,2020,4,London,LON-020,Bus,20098,602940,2.34,13.1,11.9,0.89
2020-05-01,2020,5,London,LON-020,Bus,25386,786966,2.22,,13.4,1.15
2020-06-01,2020,6,London,LON-020,Bus,22929,687870,2.23,12.3,8.8,0.99
2020-07-01,2020,7,London,LON-020,Bus,23967,742977,2.43,11.6,11,1.15
2020-08-01,2020,8,London,LON-020,Bus,20361,631191,2.18,11.3,9.9,1
2020-09-01,2020,9,London,LON-020,Bus,22024,660720,2.15,12.5,13.9,0.98
2020-10-01,2020,10,London,LON-020,Bus,17814,552234,224,12.4,12.9,0.87
2020-11-01,2020,11,London,LON-020,Bus,24127,723810,2.26,11.8,11.7,1.15
2020-12-01,2020,12,London,LON-020,Bus,18572,575732,2.42,10.8,11.5,1
2021-01-01,2021,1,London,LON-020,Bus,17254,534874,2.24,11.4,,0.82
2021-02-01,2021,2,London,LON-020,Bus,17258,483224,2.28,10.7,9.7,1
2021-03-01,2021,3,London,LON-020,Bus,20897,647807,2.5,10.7,15.6,1.08
2021-04-01,2021,4,London,LON-020,Bus,19699,590970,2.21,11.6,15,0.9
2021-05-01,2021,5,London,LON-020,Bus,22985,712535,2.1,11.9,13.8,1.06
2021-06-01,2021,6,London,LON-020,Bus,26207,786210,2.24,13.6,8.6,1.02
2021-07-01,2021,7,London,LON-020,Bus,18971,588101,2.22,10.1,7.5,1.06
2021-08-01,2021,8,London,LON-020,Bus,21122,654782,2.09,12.3,15.8,0.96
2021-09-01,2021,9,London,LON-020,Bus,23233,696990,2.21,11.1,14.1,1.15
2021-10-01,2021,10,London,LON-020,Bus,22156,686836,2.38,12,17.3,1.08
2021-11-01,2021,11,London,LON-020,Bus,22086,662580,2.38,12.7,14.2,1
2021-12-01,2021,12,London,LON-020,Bus,19629,608499,2.29,12.2,12.4,0.74
2022-01-01,2022,1,London,LON-020,Bus,18606,576786,2.37,10.2,10.5,1.01
2022-02-01,2022,2,London,LON-020,Bus,25128,703584,2.28,13.2,,0.91
2022-03-01,2022,3,london,LON-020,Bus,26589,824259,2.19,13.5,12.2,1.09
2022-04-01,2022,4,London,LON-020,Bus,21471,644130,2.44,12.1,12.4,1
2022-05-01,2022,5,London,LON-020,Bus,23315,722765,2.37,13.3,15.3,0.96
2022-06-01,2022,6,London,LON-020,Bus,30468,914040,2.29,14.6,,1.15
2022-07-01,2022,7,London,LON-020,Bus,25943,804233,2.36,13.4,13,1.01
2022-08-01,2022,8,London,LON-020,Bus,30775,954025,2.15,14.4,12.1,1.15
2022-09-01,2022,9,London,LON-020,Bus,26463,793890,2.33,12.4,13.6,1.1
2022-10-01,2022,10,London,LON-020,Bus,29933,927923,2.32,15.5,13.5,1.05
2022-11-01,2022,11,London,LON-020,Bus,21139,634170,2.24,11.3,10.5,0.86
2022-12-01,2022,12,London,LON-020,Bus,15694,486514,2.29,8.5,10.5,1.12
2023-01-01,2023,1,London,LON-020,Bus,24224,750944,2.35,,14.5,1
2023-02-01,2023,2,London,LON-020,Bus,23962,670936,2.29,,11,0.97
2023-03-01,2023,3,London,LON-020,Bus,20227,627037,2.55,12.8,10.2,0.91
2023-04-01,2023,4,London,LON-020,Bus,23002,690060,2.21,11.5,15.3,1.04
2023-05-01,2023,5,London,LON-020,Bus,23154,717774,2.26,11.1,6.7,1.1
2023-06-01,2023,6,London,LON-020,Bus,20984,629520,2.28,12.9,13.3,0.92
2023-07-01,2023,7,London,LON-020,Bus,26774,829994,2.23,14.8,12.6,0.98
2023-08-01,2023,8,London,LON-020,Bus,27950,866450,2.49,12.9,12.4,1.15
2023-09-01,2023,9,London,LON-020,Bus,26713,801390,2.41,13,14.5,1.15
2023-10-01,2023,10,London,LON-020,Bus,22148,686588,2.35,10.4,12.4,1.14
2023-11-01,2023,11,LDN,LON-020,Bus,21290,638700,2.2,10.5,12.7,1.06
2023-12-01,2023,12,London,LON-020,Bus,26237,813347,2.32,13.6,11.2,1.15
2024-01-01,2024,1,London,LON-020,Bus,26294,815114,2.5,15.3,14.8,0.92
2024-02-01,2024,2,London,LON-020,Bus,19017,551493,2.48,11.1,8.4,0.99
2024-03-01,2024,3,London,LON-020,Bus,22510,697810,2.35,13.5,14.8,0.99
2024-04-01,2024,4,London,LON-020,Bus,20071,602130,243,11.8,13.8,0.92
2024-05-01,2024,5,London,LON-020,Bus,26347,816757,2.4,11.2,10.1,1.15
2024-06-01,2024,6,London,LON-020,Bus,28178,845340,2.41,14.6,9.7,1.04
2024-07-01,2024,7,London,LON-020,Bus,30577,947887,2.47,14.8,11.5,1.15
2024-08-01,2024,8,london,LON-020,Bus,24275,752525,2.47,14.5,10.8,0.94
2024-09-01,2024,9,London,LON-020,Bus,27088,812640,2.51,13.2,8.9,1.15
2024-10-01,2024,10,London,LON-020,Bus,19976,619256,2.38,12.6,10.5,0.93
2024-11-01,2024,11,London,LON-020,Bus,20039,601170,2.4,12.1,9.6,0.91
2024-12-01,2024,12,London,LON-020,Bus,20292,629052,2.55,11,14.2,1.04
2025-01-01,2025,1,London,LON-020,Bus,23270,721370,2.37,12.4,11.1,1.01
2025-02-01,2025,2,London,LON-020,Bus,23456,656768,2.53,12.7,9.6,1.12
2025-03-01,2025,3,LDN,LON-020,Bus,20877,647187,2.43,11.7,8.8,1.03
2025-04-01,2025,4,LDN,LON-020,Bus,23127,693810,2.54,13.6,14.2,1.03
2025-05-01,2025,5,London,LON-020,Bus,24733,766723,2.55,13.3,14.3,0.97
2025-06-01,2025,6,London,LON-020,Bus,26920,807600,2.46,14.7,,0.98
2025-07-01,2025,7,London,LON-020,Bus,22718,704258,2.57,11.8,13.3,1.11
2025-08-01,2025,8,London,LON-020,Bus,24627,763437,2.47,14,13.7,0.91
2025-09-01,2025,9,London,LON-020,Bus,25701,771030,2.37,13.1,10.6,1.08
2025-10-01,2025,10,London,LON-020,Bus,21293,660083,243,13.4,7.7,0.94
2025-11-01,2025,11,London,LON-020,Bus,31863,955890,2.42,17.1,13.3,0.95
2025-12-01,2025,12,London,LON-020,bus,26058,807798,2.42,13.2,10.5,1.12
2019-01-01,2019,1,London,LON-021,Bus,21445,664795,2.18,12.9,10.7,0.9
2019-02-01,2019,2,London,LON-021,Bus,25193,705404,2.26,14.8,15.1,1.01
2019-03-01,2019,3,London,LON-021,Bus,24030,744930,2.14,14.9,9.2,0.76
2019-04-01,2019,4,London,LON-021,Bus,28454,853620,2.18,16.5,13.7,0.92
2019-05-01,2019,5,London,LON-021,Bus,22686,703266,2.25,12.4,9.5,0.99
2019-06-01,2019,6,London,LON-021,Bus,26846,805380,2.17,14.2,13.2,1.01
2019-07-01,2019,7,London,LON-021,Bus,25790,799490,2.13,15.2,,0.97
2019-08-01,2019,8,London,LON-021,Bus,26947,835357,2.26,13.7,11.8,1.1
2019-09-01,2019,9,London,LON-021,Bus,26831,804930,2.2,15.1,10.9,1.08
2019-10-01,2019,10,london,LON-021,Bus,22861,708691,2.22,13.6,13.7,0.88
2019-11-01,2019,11,London,LON-021,Bus,20606,618180,2.23,13.8,15.5,0.83
2019-12-01,2019,12,London,LON-021,Bus,20690,641390,2.2,11.7,11.9,0.89
2020-01-01,2020,1,London,LON-021,Bus,28498,883438,2.14,15.6,14.6,1.15
2020-02-01,2020,2,London,LON-021,bus,23096,669784,231,12.9,13.7,0.98
2020-03-01,2020,3,London,LON-021,Bus,24825,769575,2.27,14.8,12.8,0.88
2020-04-01,2020,4,London,LON-021,bus,28422,852660,2.19,15.3,13.9,0.95
2020-05-01,2020,5,London,LON-021,Bus,25254,782874,2.24,16.1,9.8,0.9
2020-06-01,2020,6,London,LON-021,Bus,34168,1025040,2.35,17.1,14,1.05
2020-07-01,2020,7,London,LON-021,Bus,34961,1083791,2.4,17.2,11.1,1.15
2020-08-01,2020,8,London,LON-021,bus,22017,682527,2.31,11.7,16.1,1.12
2020-09-01,2020,9,London,LON-021,Bus,20088,602640,2.2,13.1,15,0.79
2020-10-01,2020,10,London,LON-021,Bus,30842,956102,2.17,16.2,10.8,1.09
2020-11-01,2020,11,London,LON-021,Bus,18030,540900,2.18,12.8,15,0.87
2020-12-01,2020,12,london,LON-021,Bus,18542,574802,2.24,14,11.9,0.75
2021-01-01,2021,1,London,LON-021,Bus,22372,693532,2.17,12.9,11.7,0.92
2021-02-01,2021,2,London,LON-021,bus,20156,564368,2.35,13.1,15.4,0.83
2021-03-01,2021,3,London,LON-021,Bus,19737,611847,2.2,13.4,14.3,0.86
2021-04-01,2021,4,London,LON-021,Bus,24917,747510,2.27,13.6,16.2,1
2021-05-01,2021,5,London,LON-021,Bus,28789,892459,2.24,14.1,15.5,0.96
2021-06-01,2021,6,London,LON-021,Bus,29022,870660,2.21,15.1,14.4,1.09
2021-07-01,2021,7,London,LON-021,Bus,32415,1004865,2.26,17.8,13.6,1.03
2021-08-01,2021,8,LDN,LON-021,Bus,30694,951514,2.2,15.9,16.4,1.06
2021-09-01,2021,9,london,LON-021,Bus,20921,627630,2.25,12.4,11.2,0.88
2021-10-01,2021,10,London,LON-021,Bus,26626,825406,2.3,14.2,10.7,1.07
2021-11-01,2021,11,London,LON-021,Bus,24646,739380,2.47,14.8,13.7,0.87
2021-12-01,2021,12,London,LON-021,Bus,23543,729833,2.23,14.7,11,0.83
2022-01-01,2022,1,London,LON-021,Bus,25772,798932,2.31,14,10.8,0.98
2022-02-01,2022,2,London,LON-021,Bus,24711,691908,2.22,14,15.2,0.95
2022-03-01,2022,3,London,LON-021,Bus,28599,886569,2.37,16.7,11.1,1.03
2022-04-01,2022,4,London,LON-021,Bus,28215,846450,2.2,14.6,13,1.1
2022-05-01,2022,5,London,LON-021,Bus,35119,1088689,2.35,18.4,15.3,1.11
2022-06-01,2022,6,London,LON-021,Bus,25591,767730,223,15.9,13.5,0.93
2022-07-01,2022,7,London,LON-021,Bus,24963,773853,2.24,14.1,13,0.95
2022-08-01,2022,8,London,LON-021,Bus,25080,777480,2.45,14.9,,0.97
2022-09-01,2022,9,London,LON-021,bus,24136,724080,2.36,13.2,13.8,1.02
2022-10-01,2022,10,London,LON-021,Bus,26686,827266,232,14.8,16.3,1.06
2022-11-01,2022,11,London,LON-021,Bus,23442,703260,2.37,14,12.9,0.98
2022-12-01,2022,12,London,LON-021,Bus,17676,547956,2.28,12.6,11.8,0.67
2023-01-01,2023,1,London,LON-021,bus,23261,721091,228,13.2,12.6,0.94
2023-02-01,2023,2,London,LON-021,Bus,25251,707028,2.37,13.8,13.7,1.02
2023-03-01,2023,3,London,LON-021,Bus,29834,924854,2.44,16.3,12.8,1.09
2023-04-01,2023,4,LDN,LON-021,Bus,25796,773880,2.44,14.3,14.6,0.97
2023-05-01,2023,5,London,LON-021,Bus,24279,752649,2.42,14.4,15.9,0.99
2023-06-01,2023,6,London,LON-021,Bus,31772,953160,2.45,15.4,12.6,1.15
2023-07-01,2023,7,London,LON-021,Bus,25282,783742,2.34,12,12,1.15
2023-08-01,2023,8,London,LON-021,bus,25622,794282,2.38,15.4,17.4,0.97
2023-09-01,2023,9,London,LON-021,Bus,22225,666750,2.39,13.8,15.2,0.95
2023-10-01,2023,10,London,LON-021,Bus,30988,960628,2.46,,13.4,0.97
2023-11-01,2023,11,London,LON-021,Bus,22760,682800,2.37,13,13.6,0.97
2023-12-01,2023,12,London,LON-021,Bus,24128,747968,2.16,13.4,14.7,1.03
2024-01-01,2024,1,London,LON-021,Bus,27377,848687,2.36,13.4,,1.07
2024-02-01,2024,2,London,LON-021,Bus,30554,886066,2.34,18.2,13.7,0.92
2024-03-01,2024,3,London,LON-021,Bus,32474,1006694,2.54,16.4,17.4,1.06
2024-04-01,2024,4,London,LON-021,Bus,26984,809520,2.23,15.1,13.2,0.99
2024-05-01,2024,5,london,LON-021,Bus,33626,1042406,2.43,18,11.3,1.15
2024-06-01,2024,6,London,LON-021,Bus,31324,939720,2.39,16.9,15.8,1.4
2024-07-01,2024,7,London,LON-021,Bus,32595,1010445,2.27,17.9,11.5,0.95
2024-08-01,2024,8,London,LON-021,Bus,28523,884213,2.57,15.3,16,0.97
2024-09-01,2024,9,London,LON-021,Bus,25342,760260,2.42,15.1,12.2,1.29
2024-10-01,2024,10,London,LON-021,Bus,30825,955575,2.43,17.2,14.3,1.03
2024-11-01,2024,11,London,LON-021,Bus,28695,860850,2.34,15.8,12.4,1.02
2024-12-01,2024,12,London,LON-021,Bus,31230,968130,2.43,16.4,11.8,1.1
2025-01-01,2025,1,London,LON-021,Bus,21632,670592,2.43,14.8,12.3,0.82
2025-02-01,2025,2,London,LON-021,Bus,30009,840252,2.54,14.4,13.4,1.11
2025-03-01,2025,3,London,LON-021,Bus,27646,857026,2.47,15.4,13.9,0.95
2025-04-01,2025,4,London,LON-021,Bus,35618,1068540,2.57,17.8,13.4,1.15
2025-05-01,2025,5,London,LON-021,Bus,29899,926869,2.39,15.7,10.5,1.04
2025-06-01,2025,6,London,LON-021,Bus,24726,741780,2.47,13.4,14.3,0.99
2025-07-01,2025,7,London,LON-021,Bus,35292,1094052,2.48,15.7,15.6,1.15
2025-08-01,2025,8,London,LON-021,Bus,29589,917259,2.35,16.3,12.9,1.07
2025-09-01,2025,9,London,LON-021,bus,38070,1142100,2.5,17.3,11.9,1.15
2025-10-01,2025,10,London,LON-021,Bus,26059,807829,2.33,14.7,14.9,0.95
2025-11-01,2025,11,London,LON-021,Bus,31529,945870,2.42,15.8,13.6,1.04
2025-12-01,2025,12,London,LON-021,Bus,21994,681814,2.42,13.2,11.2,0.92
2019-01-01,2019,1,London,LON-022,Underground,71676,2221956,3.03,22,20.6,1.15
2019-02-01,2019,2,London,LON-022,Underground,73963,2070964,3.1,22,17.4,1.15
2019-03-01,2019,3,London,LON-022,Underground,100403,3112493,3.05,22,17.5,1.15
2019-04-01,2019,4,London,LON-022,Underground,73116,2193480,2.71,22,18.8,1.15
2019-05-01,2019,5,London,LON-022,Underground,72795,2256645,3.04,22,17.8,1.15
2019-06-01,2019,6,London,LON-022,Underground,89563,2686890,2.93,22,23.1,1.15
2019-07-01,2019,7,London,LON-022,Underground,84434,2617454,2.76,22,20.9,1.15
2019-08-01,2019,8,London,LON-022,Underground,99048,3070488,3.02,22,18.9,1.15
2019-09-01,2019,9,London,LON-022,Underground,83097,2492910,3.09,22,18.6,1.15
2019-10-01,2019,10,London,LON-022,Underground,71978,2231318,2.87,22,13.9,1.15
2019-11-01,2019,11,London,LON-022,Underground,67197,2015910,2.88,22,17,1.15
2019-12-01,2019,12,London,LON-022,Underground,66419,2058989,2.89,22,15.7,1.15
2020-01-01,2020,1,London,LON-022,Underground,80104,2483224,3.06,22,18.8,1.15
2020-02-01,2020,2,London,LON-022,Underground,87925,2549825,3.08,,23.3,1.15
2020-03-01,2020,3,London,LON-022,Underground,71900,2228900,3.06,22,18.6,1.15
2020-04-01,2020,4,London,LON-022,Underground,70798,2123940,3.04,22,14.4,1.15
2020-05-01,2020,5,London,LON-022,Underground,84807,2629017,3.02,22,16.8,1.15
2020-06-01,2020,6,London,LON-022,Underground,72309,2169270,3.06,22,18.6,1.15
2020-07-01,2020,7,London,LON-022,underground,97673,3027863,319,22,21.1,1.15
2020-08-01,2020,8,london,LON-022,Underground,85468,2649508,311,22,16,1.15
2020-09-01,2020,9,London,LON-022,Underground,103607,3108210,3.02,22,22.1,1.15
2020-10-01,2020,10,London,LON-022,Underground,93037,2884147,3.06,,21.3,1.15
2020-11-01,2020,11,London,LON-022,Underground,73848,2215440,3.1,22,15.6,1.15
2020-12-01,2020,12,London,LON-022,Underground,82332,2552292,3.16,22,17.1,1.15
2021-01-01,2021,1,London,LON-022,Underground,63773,1976963,3.14,22,18.1,1.15
2021-02-01,2021,2,LDN,LON-022,Underground,51902,1453256,3.17,22,12.3,1.15
2021-03-01,2021,3,London,LON-022,Underground,115427,3578237,3.17,22,21.2,1.15
2021-04-01,2021,4,London,LON-022,Underground,66007,1980210,3.16,22,,1.15
2021-05-01,2021,5,London,LON-022,Underground,127550,3954050,2.94,22,22.9,1.15
2021-06-01,2021,6,london,LON-022,Underground,89209,2676270,3.08,22,20,1.15
2021-07-01,2021,7,London,LON-022,Underground,87219,2703789,3.23,22,17,1.15
2021-08-01,2021,8,London,LON-022,Underground,86346,2676726,2.82,22,16.4,1.15
2021-09-01,2021,9,London,LON-022,Underground,75346,2260380,3.05,22,16.3,1.15
2021-10-01,2021,10,London,LON-022,Underground,73465,2277415,3.14,,19.9,1.15
2021-11-01,2021,11,London,LON-022,Underground,87116,2613480,2.99,22,23.7,1.15
2021-12-01,2021,12,London,LON-022,Underground,90734,2812754,3.32,22,23.3,1.15
2022-01-01,2022,1,London,LON-022,Underground,85821,2660451,3.43,22,18.8,1.15
2022-02-01,2022,2,London,LON-022,Underground,82353,2305884,324,22,17.7,1.15
2022-03-01,2022,3,London,LON-022,Underground,91294,2830114,2.94,22,19.3,1.15
2022-04-01,2022,4,London,LON-022,Underground,106079,3182370,3.06,22,21.6,1.15
2022-05-01,2022,5,London,LON-022,Underground,103579,3210949,3.32,22,21.6,1.15
2022-06-01,2022,6,london,LON-022,Underground,74337,2230110,3.13,22,16.5,1.15
2022-07-01,2022,7,London,LON-022,Underground,104229,3231099,3.34,22,,1.15
2022-08-01,2022,8,LDN,LON-022,Underground,94807,2939017,312,22,22.8,1.15
2022-09-01,2022,9,London,LON-022,Underground,100293,3008790,3.09,22,18.7,1.15
2022-10-01,2022,10,London,LON-022,Underground,101125,3134875,3.1,22,20.1,1.15
2022-11-01,2022,11,London,LON-022,Underground,90958,2728740,3.06,22,20.4,1.15
2022-12-01,2022,12,London,LON-022,Underground,61925,1919675,2.95,22,17.6,1.15
2023-01-01,2023,1,London,LON-022,Underground,74344,2304664,2.99,22,17.1,1.15
2023-02-01,2023,2,London,LON-022,Underground,81552,2283456,3.22,22,19.2,1.15
2023-03-01,2023,3,London,LON-022,Underground,77008,2387248,3.1,22,15.7,1.15
2023-04-01,2023,4,London,LON-022,Underground,82624,2478720,3.33,22,22.3,1.15
2023-05-01,2023,5,LDN,LON-022,Underground,89769,2782839,3.27,22,15.7,1.15
2023-06-01,2023,6,London,LON-022,Underground,77197,2315910,2.95,22,16,1.15
2023-07-01,2023,7,London,LON-022,Underground,87253,2704843,3.42,22,22.3,1.15
2023-08-01,2023,8,London,LON-022,Underground,128223,3974913,3.14,22,22.6,1.15
2023-09-01,2023,9,London,LON-022,Underground,87778,2633340,3.09,22,16,1.15
2023-10-01,2023,10,London,LON-022,Underground,79717,2471227,3.25,22,14.2,1.15
2023-11-01,2023,11,London,LON-022,Underground,65035,1951050,2.98,22,13,1.15
2023-12-01,2023,12,London,LON-022,Underground,84522,2620182,3.22,22,20.9,1.15
2024-01-01,2024,1,London,LON-022,Underground,67535,2093585,3.3,22,17.4,1.15
2024-02-01,2024,2,London,LON-022,Underground,96671,2803459,349,22,,1.15
2024-03-01,2024,3,london,LON-022,Underground,73424,2276144,3.14,22,15,1.15
2024-04-01,2024,4,London,LON-022,Underground,108289,3248670,3.5,22,19.6,1.15
2024-05-01,2024,5,London,LON-022,Underground,72089,2234759,3.3,22,16.4,1.15
2024-06-01,2024,6,London,LON-022,Underground,73195,2195850,3.15,22,21.2,1.15
2024-07-01,2024,7,London,LON-022,Underground,114865,3560815,3.35,22,22.5,1.15
2024-08-01,2024,8,London,LON-022,Underground,110791,3434521,3.08,22,21.6,1.15
2024-09-01,2024,9,London,LON-022,Underground,89075,2672250,3.43,22,18,1.15
2024-10-01,2024,10,London,LON-022,Underground,105280,3263680,3.3,22,22.7,1.15
2024-11-01,2024,11,London,LON-022,Underground,81158,2434740,3.46,22,18.7,1.15
2024-12-01,2024,12,London,LON-022,Underground,82266,2550246,3.47,22,13,1.15
2025-01-01,2025,1,London,LON-022,Underground,90163,2795053,3.19,22,20.6,1.15
2025-02-01,2025,2,London,LON-022,Underground,85690,2399320,3.5,22,23.5,1.15
2025-03-01,2025,3,London,LON-022,Underground,95008,2945248,3.28,22,,1.15
2025-04-01,2025,4,London,LON-022,Underground,78591,2357730,3.23,22,14.2,1.15
2025-05-01,2025,5,LDN,LON-022,Underground,98812,3063172,3.44,22,19.5,1.15
2025-06-01,2025,6,London,LON-022,Underground,103677,3110310,3.47,22,,1.15
2025-07-01,2025,7,London,LON-022,Underground,115389,3577059,3.18,22,23.6,1.15
2025-08-01,2025,8,London,LON-022,Underground,106406,3298586,3.24,22,22.6,1.15
2025-09-01,2025,9,London,LON-022,Underground,90614,2718420,3.48,22,18.4,1.15
2025-10-01,2025,10,London,LON-022,Underground,105550,3272050,3.16,,21.1,1.15
2025-11-01,2025,11,London,LON-022,Underground,92563,2776890,3.4,22,19.2,1.15
2025-12-01,2025,12,London,LON-022,Underground,70315,2179765,3.23,22,18.1,1.15
2019-01-01,2019,1,Manchester,MAN-001,Bus,11236,348316,1.91,8.6,10.2,0.72
2019-02-01,2019,2,Manchester,MAN-001,Bus,15513,434364,1.92,9.6,10.5,0.9
2019-03-01,2019,3,Manchester,MAN-001,Bus,13714,425134,1.99,9.7,10.4,0.8
2019-04-01,2019,4,Manchester,MAN-001,Bus,9115,273450,1.85,8.6,10.2,0.63
2019-05-01,2019,5,Manchester,MAN-001,Bus,15142,469402,1.85,9.3,7.9,0.94
2019-06-01,2019,6,MAN,MAN-001,Bus,13515,405450,1.99,9.3,11.5,0.77
2019-07-01,2019,7,Manchester,MAN-001,Bus,14393,446183,1.93,8.7,13,0.97
2019-08-01,2019,8,Manchester,MAN-001,Bus,11688,362328,1.88,9.7,9.5,0.64
2019-09-01,2019,9,Manchester,MAN-001,Bus,15619,468570,2.01,9.6,10.3,0.89
2019-10-01,2019,10,Manchester,MAN-001,Bus,12765,395715,1.93,8.9,11.2,0.87
2019-11-01,2019,11,Manchester,MAN-001,Bus,11815,354450,1.91,7.9,8.8,0.85
2019-12-01,2019,12,Manchester,MAN-001,Bus,12657,392367,1.87,8,9.4,0.86
2020-01-01,2020,1,Manchester,MAN-001,Bus,11749,364219,2.1,8.7,12,0.8
2020-02-01,2020,2,Manchester,MAN-001,Bus,10741,311489,2.08,8.1,6.9,0.67
2020-03-01,2020,3,Manchester,MAN-001,Bus,11032,341992,1.99,7.7,9,0.78
2020-04-01,2020,4,Manchester,MAN-001,Bus,15705,471150,1.97,9.8,,0.86
2020-05-01,2020,5,Manchester,MAN-001,Bus,17351,537881,1.96,9.3,16.9,0.99
2020-06-01,2020,6,Manchester,MAN-001,Bus,12337,370110,1.78,8.3,12.7,0.87
2020-07-01,2020,7,Manchester,MAN-001,Bus,13045,404395,1.92,9.6,10.4,0.68
2020-08-01,2020,8,Manchester,MAN-001,Bus,14410,446710,1.94,10.9,9.3,0.67
2020-09-01,2020,9,Manchester,MAN-001,Bus,14268,428040,2.21,8.3,10.6,1.03
2020-10-01,2020,10,Manchester,MAN-001,Bus,13241,410471,1.99,12.4,10.3,0.66
2020-11-01,2020,11,Manchester,MAN-001,Bus,15698,470940,205,9.3,15.8,0.96
2020-12-01,2020,12,Manchester,MAN-001,Bus,13226,410006,1.99,8.7,8.4,0.92
2021-01-01,2021,1,Manchester,MAN-001,Bus,12325,382075,2.1,9,8.2,0.7
2021-02-01,2021,2,Manchester,MAN-001,Bus,14192,397376,1.91,9.8,12.3,0.78
2021-03-01,2021,3,Manchester,MAN-001,Bus,7258,224998,2.08,7.9,8.5,0.38
2021-04-01,2021,4,Manchester,MAN-001,Bus,16046,481380,2.06,10.8,11.8,0.78
2021-05-01,2021,5,Manchester,MAN-001,Bus,12588,390228,1.99,10.5,9.7,0.66
2021-06-01,2021,6,Manchester,MAN-001,Bus,17597,527910,1.99,8.7,9.7,1.15
2021-07-01,2021,7,Manchester,MAN-001,Bus,13345,413695,2.02,9.2,3.9,0.74
2021-08-01,2021,8,Manchester,MAN-001,Bus,16382,507842,1.93,11.1,14,0.84
